Chr	Start	End	Gene
chr2	48025744	48028299	MSH6
chr2	48030553	48030853	MSH6
chr2	48032043	48032171	MSH6
chr2	48032751	48032851	MSH6
chr2	48033337	48033502	MSH6
chr2	48033585	48033795	MSH6
chr2	48033912	48034004	FBXO11;MSH6
chr2	50692544	50692575	chr2:50.7Mb
chr2	54024610	54024641	chr2:54.0Mb
chr2	58275650	58275681	VRK2
chr2	61009893	61009924	PAPOLG
chr2	63609001	63609032	chr2:63.6Mb
chr2	66667170	66667201	chr2:66.7Mb
chr2	69043250	69043281	chr2:69.0Mb
chr2	74129458	74129489	ACTG2
chr2	75113556	75113587	chr2:75.1Mb
chr2	79255309	79255340	REG3G
chr2	84518422	84518453	FUNDC2P2
chr2	85549858	85549889	TGOLN2
chr2	88387387	88387418	SMYD1
chr2	90007654	90007685	chr2:90.0Mb
chr2	95849157	95849273	ZNF2
chr2	95963226	95963258	chr2:96.0Mb
chr2	96919540	96919858	TMEM127
chr2	96920565	96920740	TMEM127
chr2	96930870	96931124	TMEM127
chr2	97587033	97587064	chr2:97.6Mb
chr2	99274637	99274668	chr2:99.3Mb
chr2	102018892	102018923	RFX8
chr2	105472039	105472070	POU3F3
chr2	108875455	108875486	chr2:108.9Mb
chr2	111753433	111753464	chr2:111.8Mb
chr2	114492119	114492150	LOC101927517
chr2	118731557	118731588	CCDC93
chr2	120189417	120189448	TMEM37
chr2	125405286	125405317	chr2:125.4Mb
chr2	127453648	127453679	GYPC
chr2	128015166	128015308	ERCC3
chr2	128016866	128017029	ERCC3
chr2	128018798	128018927	ERCC3
chr2	128028906	128029034	ERCC3
chr2	128030435	128030542	ERCC3
chr2	128036743	128036956	ERCC3
chr2	128038017	128038212	ERCC3
chr2	128044273	128044598	ERCC3
chr2	128046230	128046445	ERCC3
chr2	128046907	128047082	ERCC3
chr2	128047259	128047405	ERCC3
chr2	128047794	128047854	ERCC3
chr2	128050180	128050427	ERCC3
chr2	128051083	128051299	ERCC3
chr2	128051624	128051662	ERCC3
chr2	129075945	129075976	HS6ST1
chr2	132275380	132275411	LOC150776
chr2	135694363	135694394	chr2:135.7Mb
chr2	138420980	138421011	THSD7B
chr2	141260652	141260683	LRP1B
chr2	144899543	144899574	GTDC1
chr2	147596957	147596988	chr2:147.6Mb
chr2	152138506	152138537	NMI
chr2	153000321	153000352	STAM2
chr2	158594037	158594182	ACVR1
chr2	158594946	158595087	ACVR1
chr2	158617386	158617594	ACVR1
chr2	158622427	158622713	ACVR1
chr2	158626874	158627031	ACVR1
chr2	158630594	158630704	ACVR1
chr2	158634637	158634859	ACVR1
chr2	158636843	158637117	ACVR1
chr2	158655933	158656010	ACVR1
chr2	158978162	158978193	chr2:159.0Mb
chr2	159522863	159522894	chr2:159.5Mb
chr2	162059953	162059984	chr2:162.1Mb
chr2	165578565	165578596	COBLL1
chr2	169681262	169681293	chr2:169.7Mb
chr2	171070896	171070927	MYO3B
chr2	174074391	174074422	MLK7-AS1;ZAK
chr2	177036195	177036226	chr2:177.0Mb
chr2	182401736	182401767	CERKL;ITGA4
chr2	183584739	183584770	DNAJC10
chr2	186610328	186610359	chr2:186.6Mb
chr2	190526189	190526220	ASNSD1
chr2	190656530	190656672	PMS1
chr2	190660489	190660682	PMS1
chr2	190670372	190670485	PMS1
chr2	190682737	190682911	PMS1
chr2	190708684	190708811	PMS1
chr2	190717375	190717542	PMS1
chr2	190718659	190718813	PMS1
chr2	190718959	190719859	PMS1
chr2	190720549	190720602	PMS1
chr2	190728463	190728959	PMS1
chr2	190732519	190732660	PMS1
chr2	190738216	190738387	PMS1
chr2	190741992	190742167	PMS1
chr2	192160823	192160854	MYO1B
chr2	196663981	196664012	chr2:196.7Mb
chr2	198257636	198257669	chr2:198.3Mb
chr2	198266817	198266849	SF3B1
chr2	198267467	198267489	SF3B1
chr2	201277165	201277196	chr2:201.3Mb
chr2	202122949	202123110	CASP8
chr2	202131178	202131519	CASP8
chr2	202134227	202134333	CASP8
chr2	202136233	202136349	CASP8
chr2	202137273	202137314	chr2:202.1Mb
chr2	202137355	202137504	CASP8
chr2	202137615	202137670	CASP8
chr2	202139606	202139681	CASP8
chr2	202139724	202139768	chr2:202.1Mb
chr2	202141544	202141697	CASP8
chr2	202142444	202142533	CASP8
chr2	202149533	202150045	CASP8
chr2	202151176	202151322	CASP8
chr2	204116644	204116675	chr2:204.1Mb
chr2	207008747	207008778	NDUFS1
chr2	209113096	209113128	IDH1
chr2	210846851	210846882	chr2:210.8Mb
chr2	212248334	212248790	ERBB4
chr2	212251572	212251880	ERBB4
chr2	212252664	212252722	ERBB4
chr2	212285160	212285341	ERBB4
chr2	212286726	212286834	ERBB4
chr2	212288874	212289031	ERBB4
chr2	212293127	212293213	ERBB4
chr2	212295664	212295830	ERBB4
chr2	212426622	212426818	ERBB4
chr2	212483896	212484005	ERBB4
chr2	212488641	212488774	ERBB4
chr2	212495181	212495362	ERBB4
chr2	212522473	212522558	ERBB4
chr2	212522669	212522724	ERBB4
chr2	212530042	212530207	ERBB4
chr2	212537883	212537987	ERBB4
chr2	212543771	212543914	ERBB4
chr2	212566686	212566896	ERBB4
chr2	212568823	212568924	ERBB4
chr2	212570037	212570121	ERBB4
chr2	212576769	212576906	ERBB4
chr2	212578254	212578378	ERBB4
chr2	212587112	212587264	ERBB4
chr2	212589795	212589924	ERBB4
chr2	212615358	212615434	ERBB4
chr2	212652744	212652889	ERBB4
chr2	212812149	212812346	ERBB4
chr2	212989471	212989633	ERBB4
chr2	213403167	213403259	ERBB4
chr2	214142615	214142646	LOC100130451
chr2	215593394	215593737	BARD1
chr2	215595129	215595237	BARD1
chr2	215609785	215609888	BARD1
chr2	215610440	215610583	BARD1
chr2	215617165	215617284	BARD1
chr2	215632200	215632383	BARD1
chr2	215633950	215634041	BARD1
chr2	215645278	215646238	BARD1
chr2	215657015	215657174	BARD1
chr2	215661779	215661846	BARD1
chr2	215674130	215674298	BARD1
chr2	216191499	216191530	chr2:216.2Mb
chr2	219000294	219000325	CXCR2
chr2	222290886	222290917	chr2:222.3Mb
chr2	225368305	225368336	chr2:225.4Mb
chr2	228135615	228135646	COL4A3
chr2	231042260	231042291	SP110
chr2	234054973	234055004	chr2:234.1Mb
chr2	237149925	237149956	ASB18
chr2	240003854	240003885	HDAC4
chr2	242839347	242839378	LOC285095
chr20	126294	126327	DEFB126
chr20	3175993	3176024	DDRGK1
chr20	6096679	6096710	FERMT1
chr20	9288506	9288537	PLCB4
chr20	14306937	14306968	FLRT3
chr20	15967311	15967342	chr20:16.0Mb
chr20	18022155	18022186	OVOL2
chr20	21106698	21106729	PLK1S1
chr20	24645923	24645954	chr20:24.6Mb
chr20	29964998	29965029	DEFB119
chr20	30037767	30037798	chr20:30.0Mb
chr20	33037320	33037351	chr20:33.0Mb
chr20	36841740	36841771	KIAA1755
chr20	39766276	39766503	LOC101927117;PLCG1
chr20	39788240	39788403	PLCG1
chr20	39788504	39788608	PLCG1
chr20	39788740	39788798	PLCG1
chr20	39791086	39791181	PLCG1
chr20	39791276	39791370	PLCG1
chr20	39791592	39791637	PLCG1
chr20	39791837	39791920	PLCG1
chr20	39792012	39792124	PLCG1
chr20	39792349	39792478	PLCG1
chr20	39792555	39792651	PLCG1
chr20	39792715	39792846	PLCG1
chr20	39793567	39793746	PLCG1
chr20	39793879	39794012	PLCG1
chr20	39794084	39794196	PLCG1
chr20	39794273	39794471	PLCG1
chr20	39794473	39794504	chr20:39.8Mb
chr20	39794828	39795039	PLCG1
chr20	39795110	39795240	PLCG1
chr20	39795313	39795504	PLCG1
chr20	39796486	39796574	PLCG1
chr20	39797401	39797515	PLCG1
chr20	39797713	39797820	PLCG1
chr20	39798091	39798171	PLCG1
chr20	39798746	39798914	PLCG1
chr20	39800827	39800934	PLCG1
chr20	39801055	39801290	PLCG1
chr20	39801363	39801522	PLCG1
chr20	39802054	39802458	PLCG1
chr20	39802557	39802656	PLCG1
chr20	39802758	39802956	PLCG1
chr20	39803101	39803154	PLCG1
chr20	43034644	43034675	chr20:43.0Mb
chr20	45204250	45204281	SLC13A3
chr20	48259018	48259049	B4GALT5
chr20	52675172	52675203	BCAS1
chr20	54945208	54945401	AURKA
chr20	54945535	54945720	AURKA
chr20	54948458	54948617	AURKA
chr20	54956483	54956632	AURKA
chr20	54958035	54958237	AURKA
chr20	54959320	54959385	AURKA
chr20	54961307	54961594	AURKA
chr20	54963206	54963258	AURKA
chr20	55033460	55033491	CASS4
chr20	57024525	57024556	VAPB
chr20	57484405	57484437	GNAS
chr20	57484580	57484612	GNAS
chr20	60503334	60503365	CDH4
chr20	62904526	62904557	chr20:62.9Mb
chr21	15481218	15481249	LIPI
chr21	19506635	19506666	chr21:19.5Mb
chr21	22841107	22841138	chr21:22.8Mb
chr21	26966301	26966332	chr21:27.0Mb
chr21	27326843	27326874	chr21:27.3Mb
chr21	30341875	30341906	LTN1
chr21	33691738	33691769	chr21:33.7Mb
chr21	34775844	34775927	IFNGR2
chr21	34783136	34783203	IFNGR2
chr21	34787189	34787332	IFNGR2
chr21	34793781	34793997	IFNGR2
chr21	34799185	34799344	IFNGR2
chr21	34804478	34804648	IFNGR2
chr21	34805015	34805183	IFNGR2;TMEM50B
chr21	34809129	34809274	IFNGR2
chr21	36080382	36080413	chr21:36.1Mb
chr21	39213004	39213035	KCNJ6
chr21	42622770	42622801	BACE2
chr21	45175942	45175973	LOC101928493;PDXK
chr21	48022214	48022245	S100B
chr22	17469010	17469041	GAB4
chr22	18209597	18209628	BCL2L13
chr22	21073121	21073122	chr22:21.1Mb
chr22	21336655	21336865	LZTR1
chr22	21337310	21337383	LZTR1
chr22	21340124	21340191	LZTR1
chr22	21341787	21341877	LZTR1
chr22	21342293	21342412	LZTR1
chr22	21343072	21343166	LZTR1
chr22	21343908	21343976	LZTR1
chr22	21344669	21344819	LZTR1
chr22	21345911	21346123	LZTR1
chr22	21346497	21346663	LZTR1
chr22	21347077	21347198	LZTR1
chr22	21347945	21348048	LZTR1
chr22	21348207	21348313	LZTR1
chr22	21348387	21348563	LZTR1
chr22	21348841	21349021	LZTR1
chr22	21349153	21349320	LZTR1
chr22	21350029	21350166	LZTR1
chr22	21350246	21350406	LZTR1
chr22	21350979	21351095	LZTR1
chr22	21351169	21351260	LZTR1
chr22	21351515	21351642	LZTR1
chr22	22123487	22123614	MAPK1
chr22	22127156	22127276	MAPK1
chr22	22142540	22142682	MAPK1
chr22	22142977	22143102	MAPK1
chr22	22153295	22153422	MAPK1
chr22	22160133	22160333	MAPK1
chr22	22161947	22162171	MAPK1
chr22	22221606	22221741	MAPK1
chr22	24034272	24034303	RGL4
chr22	24129351	24129454	SMARCB1
chr22	24133937	24134086	SMARCB1
chr22	24135740	24135880	SMARCB1
chr22	24143125	24143327	SMARCB1
chr22	24145476	24145614	SMARCB1
chr22	24158951	24159128	SMARCB1
chr22	24167406	24167607	SMARCB1
chr22	24175753	24175895	SMARCB1
chr22	24176322	24176372	DERL3;SMARCB1
chr22	27021409	27021440	chr22:27.0Mb
chr22	29083879	29083979	CHEK2
chr22	29085117	29085208	CHEK2
chr22	29090014	29090110	CHEK2
chr22	29091109	29091235	CHEK2
chr22	29091692	29091866	CHEK2
chr22	29092883	29092980	CHEK2
chr22	29095820	29095930	CHEK2
chr22	29099487	29099559	CHEK2
chr22	29105988	29106052	CHEK2
chr22	29107891	29108010	CHEK2
chr22	29115377	29115478	CHEK2
chr22	29120959	29121117	CHEK2
chr22	29121225	29121360	CHEK2
chr22	29126402	29126541	CHEK2
chr22	29130385	29130714	CHEK2
chr22	29999982	30000106	NF2
chr22	30032734	30032870	NF2
chr22	30035073	30035206	NF2
chr22	30038185	30038279	NF2
chr22	30050640	30050719	NF2
chr22	30051577	30051670	NF2
chr22	30054172	30054258	NF2
chr22	30057188	30057333	NF2
chr22	30060973	30061058	NF2
chr22	30064316	30064440	NF2
chr22	30067809	30067942	NF2
chr22	30069252	30069480	NF2
chr22	30070819	30070935	NF2
chr22	30074179	30074317	NF2
chr22	30077422	30077595	NF2
chr22	30079003	30079049	NF2
chr22	30090735	30090796	NF2
chr22	30202758	30202789	ASCC2
chr22	33229814	33229845	chr22:33.2Mb
chr22	36007029	36007060	MB
chr22	39222636	39222667	NPTXR
chr22	42416040	42416071	WBP2NL
chr22	45126759	45126790	chr22:45.1Mb
chr22	48940628	48940659	LOC284933
chr22	51015465	51015496	chr22:51.0Mb
chr3	1214997	1215028	chr3:1.2Mb
chr3	3076268	3076299	chr3:3.1Mb
chr3	6828348	6828379	chr3:6.8Mb
chr3	9034542	9034573	chr3:9.0Mb
chr3	10070336	10070410	FANCD2
chr3	10074510	10074661	FANCD2
chr3	10076147	10076225	FANCD2
chr3	10076373	10076487	FANCD2
chr3	10076851	10076922	FANCD2
chr3	10077965	10078028	FANCD2
chr3	10080957	10081046	FANCD2
chr3	10081399	10081534	FANCD2
chr3	10083301	10083399	FANCD2
chr3	10084237	10084352	FANCD2
chr3	10084728	10084839	FANCD2
chr3	10085162	10085281	FANCD2
chr3	10085507	10085553	FANCD2
chr3	10088258	10088412	FANCD2
chr3	10089595	10089740	FANCD2
chr3	10091052	10091194	FANCD2
chr3	10094065	10094186	FANCD2
chr3	10101972	10102092	FANCD2
chr3	10103829	10103900	FANCD2
chr3	10105470	10105600	FANCD2
chr3	10106034	10106118	FANCD2
chr3	10106407	10106564	FANCD2
chr3	10107072	10107183	FANCD2
chr3	10107542	10107668	FANCD2
chr3	10108887	10109006	FANCD2
chr3	10114549	10114670	FANCD2
chr3	10114931	10115051	FANCD2
chr3	10116208	10116362	FANCD2
chr3	10119759	10119886	FANCD2
chr3	10122778	10122917	FANCD2
chr3	10123024	10123153	FANCD2;FANCD2OS
chr3	10127490	10127611	FANCD2
chr3	10128812	10128953	FANCD2;FANCD2OS
chr3	10130127	10130231	FANCD2
chr3	10130506	10130639	FANCD2
chr3	10131970	10132074	FANCD2
chr3	10133859	10133941	FANCD2
chr3	10134963	10135012	FANCD2
chr3	10135967	10136052	FANCD2
chr3	10136878	10136963	FANCD2
chr3	10138004	10138161	FANCD2
chr3	10140398	10140639	FANCD2
chr3	10142866	10142951	FANCD2
chr3	10183526	10183876	VHL
chr3	10188192	10188325	VHL
chr3	10191465	10191654	VHL
chr3	12613850	12613881	MKRN2
chr3	12626007	12626161	MKRN2;RAF1
chr3	12626340	12626485	RAF1
chr3	12626615	12626757	RAF1
chr3	12626832	12626910	RAF1
chr3	12627174	12627303	RAF1
chr3	12629084	12629141	RAF1
chr3	12632291	12632478	RAF1
chr3	12633201	12633296	RAF1
chr3	12641184	12641312	RAF1
chr3	12641645	12641783	RAF1
chr3	12641881	12641919	RAF1
chr3	12645629	12645793	RAF1
chr3	12647694	12647803	RAF1
chr3	12650259	12650427	RAF1
chr3	12650726	12650839	RAF1
chr3	12653443	12653566	RAF1
chr3	12660008	12660225	RAF1
chr3	15311309	15311340	SH3BP5
chr3	19974684	19974715	chr3:20.0Mb
chr3	21606011	21606047	chr3:21.6Mb
chr3	24270484	24270515	THRB
chr3	27297800	27297831	NEK10
chr3	30842581	30842612	chr3:30.8Mb
chr3	33138533	33138564	GLB1;TMPPE
chr3	36915798	36915829	chr3:36.9Mb
chr3	37035033	37035159	MLH1
chr3	37038104	37038205	MLH1
chr3	37042440	37042549	MLH1
chr3	37045886	37045970	MLH1
chr3	37048476	37048559	MLH1
chr3	37050299	37050401	MLH1
chr3	37053305	37053358	MLH1
chr3	37053496	37053595	MLH1
chr3	37055917	37056040	MLH1
chr3	37058991	37059095	MLH1
chr3	37061795	37061959	MLH1
chr3	37067122	37067503	MLH1
chr3	37070269	37070428	MLH1
chr3	37081671	37081790	MLH1
chr3	37083753	37083827	MLH1
chr3	37089004	37089179	MLH1
chr3	37090002	37090105	MLH1
chr3	37090389	37090513	MLH1
chr3	37091971	37092149	MLH1
chr3	39186712	39186743	CSRNP1
chr3	41266081	41266153	CTNNB1
chr3	42251247	42251278	TRAK1
chr3	45052759	45052790	EXOSC7
chr3	47058577	47058749	SETD2
chr3	47059122	47059234	SETD2
chr3	47061244	47061335	SETD2
chr3	47079150	47079272	SETD2
chr3	47084045	47084195	SETD2
chr3	47087971	47088116	SETD2
chr3	47098305	47098985	SETD2
chr3	47103647	47103841	SETD2
chr3	47108554	47108613	SETD2
chr3	47122451	47122578	SETD2
chr3	47125204	47125877	SETD2
chr3	47127679	47127809	SETD2
chr3	47129597	47129742	SETD2
chr3	47139439	47139576	SETD2
chr3	47142942	47143050	SETD2
chr3	47144830	47144918	SETD2
chr3	47147481	47147615	SETD2
chr3	47155360	47155499	SETD2
chr3	47158107	47158249	SETD2
chr3	47161666	47166043	SETD2
chr3	47168132	47168158	SETD2
chr3	47205338	47205419	SETD2
chr3	48414991	48415022	FBXW12
chr3	51274886	51274917	chr3:51.3Mb
chr3	52436298	52436442	BAP1
chr3	52436612	52436695	BAP1
chr3	52436789	52436961	BAP1
chr3	52437148	52437319	BAP1
chr3	52437426	52437915	BAP1
chr3	52438463	52438607	BAP1
chr3	52439120	52439315	BAP1
chr3	52439775	52439933	BAP1
chr3	52440263	52440397	BAP1
chr3	52440839	52440928	BAP1
chr3	52441184	52441337	BAP1
chr3	52441409	52441481	BAP1
chr3	52441968	52442098	BAP1
chr3	52442484	52442627	BAP1
chr3	52443564	52443629	BAP1
chr3	52443724	52443764	BAP1
chr3	52443852	52443899	BAP1
chr3	52582073	52582256	PBRM1
chr3	52584431	52584658	PBRM1
chr3	52584757	52584838	PBRM1
chr3	52588734	52588900	PBRM1
chr3	52592259	52592434	PBRM1
chr3	52595777	52595989	PBRM1
chr3	52597293	52597514	PBRM1
chr3	52598060	52598254	PBRM1
chr3	52610551	52610719	PBRM1
chr3	52613064	52613220	PBRM1
chr3	52620435	52620709	PBRM1
chr3	52621363	52621531	PBRM1
chr3	52623080	52623276	PBRM1
chr3	52637531	52637753	PBRM1
chr3	52643323	52643976	PBRM1
chr3	52649361	52649477	PBRM1
chr3	52651272	52651559	PBRM1
chr3	52658907	52658962	PBRM1
chr3	52661283	52661391	PBRM1
chr3	52662904	52663056	PBRM1
chr3	52668612	52668836	PBRM1
chr3	52675964	52676066	PBRM1
chr3	52677258	52677364	PBRM1
chr3	52678714	52678810	PBRM1
chr3	52682354	52682463	PBRM1
chr3	52685752	52685831	PBRM1
chr3	52692209	52692336	PBRM1
chr3	52696143	52696297	PBRM1
chr3	52702508	52702666	PBRM1
chr3	52712510	52712618	PBRM1
chr3	52713584	52713747	PBRM1
chr3	52715714	52715763	PBRM1
chr3	54798242	54798273	CACNA2D3
chr3	57131513	57131544	chr3:57.1Mb
chr3	60898418	60898449	chr3:60.9Mb
chr3	64554238	64554269	chr3:64.6Mb
chr3	66354895	66354926	SLC25A26
chr3	69036691	69036722	chr3:69.0Mb
chr3	73024334	73024365	GXYLT2
chr3	75263706	75263737	chr3:75.3Mb
chr3	78737946	78737977	chr3:78.7Mb
chr3	81698114	81698145	GBE1
chr3	87275426	87275459	MIR4795
chr3	89521677	89521708	EPHA3
chr3	93593103	93593134	PROS1
chr3	97365022	97365053	EPHA6
chr3	100015130	100015161	chr3:100.0Mb
chr3	101576159	101576190	NFKBIZ
chr3	107447841	107447872	chr3:107.4Mb
chr3	108072227	108072258	chr3:108.1Mb
chr3	111658274	111658305	chr3:111.7Mb
chr3	113673109	113673140	ZDHHC23
chr3	118867031	118867062	C3orf30
chr3	121634155	121634186	SLC15A2
chr3	123021854	123021885	chr3:123.0Mb
chr3	126194060	126194091	ZXDC
chr3	129293240	129293271	PLXND1
chr3	132063898	132063929	ACPP
chr3	136699117	136699151	chr3:136.7Mb
chr3	138176517	138176548	chr3:138.2Mb
chr3	138374225	138374373	PIK3CB
chr3	138374978	138375121	PIK3CB
chr3	138376526	138376682	PIK3CB
chr3	138382742	138382876	PIK3CB
chr3	138383872	138384050	PIK3CB
chr3	138400803	138400892	PIK3CB
chr3	138402514	138402634	PIK3CB
chr3	138403461	138403650	PIK3CB
chr3	138407711	138407821	PIK3CB
chr3	138409836	138409990	PIK3CB
chr3	138413622	138413754	PIK3CB
chr3	138417743	138417942	PIK3CB
chr3	138423279	138423340	PIK3CB
chr3	138425995	138426136	PIK3CB
chr3	138431044	138431151	PIK3CB
chr3	138433304	138433566	PIK3CB
chr3	138452197	138452285	PIK3CB
chr3	138453470	138453651	PIK3CB
chr3	138456543	138456733	PIK3CB
chr3	138461394	138461628	PIK3CB
chr3	138474590	138474826	PIK3CB
chr3	138478009	138478190	PIK3CB
chr3	141625983	141626014	ATP1B3
chr3	142168265	142168449	ATR
chr3	142171964	142172080	ATR
chr3	142176440	142176602	ATR
chr3	142177794	142177958	ATR
chr3	142178063	142178230	ATR
chr3	142180776	142180937	ATR
chr3	142183933	142184087	ATR
chr3	142185160	142185380	ATR
chr3	142186770	142186915	ATR
chr3	142188173	142188416	ATR
chr3	142188922	142189030	ATR
chr3	142203976	142204129	ATR
chr3	142211968	142212158	ATR
chr3	142215197	142215367	ATR
chr3	142215849	142216039	ATR
chr3	142217433	142217621	ATR
chr3	142218463	142218565	ATR
chr3	142222198	142222300	ATR
chr3	142223975	142224150	ATR
chr3	142226767	142226956	ATR
chr3	142231096	142231317	ATR
chr3	142232337	142232485	ATR
chr3	142234231	142234362	ATR
chr3	142238505	142238631	ATR
chr3	142241564	142241688	ATR
chr3	142242829	142243046	ATR
chr3	142253916	142254052	ATR
chr3	142254944	142255048	ATR
chr3	142257318	142257472	ATR
chr3	142259691	142259735	chr3:142.3Mb
chr3	142259740	142259881	ATR
chr3	142261501	142261604	ATR
chr3	142266561	142266757	ATR
chr3	142268315	142268520	ATR
chr3	142268968	142269149	ATR
chr3	142272063	142272245	ATR
chr3	142272476	142272587	ATR
chr3	142272661	142272862	ATR
chr3	142274713	142274986	ATR
chr3	142275219	142275422	ATR
chr3	142277460	142277623	ATR
chr3	142278087	142278288	ATR
chr3	142279099	142279301	ATR
chr3	142280079	142280268	ATR
chr3	142281068	142281956	ATR
chr3	142284957	142285108	ATR
chr3	142286899	142287001	ATR
chr3	142297482	142297551	ATR
chr3	145788451	145788482	PLOD2
chr3	148459379	148459410	AGTR1
chr3	150421403	150421434	FAM194A
chr3	153870495	153870526	chr3:153.9Mb
chr3	156009909	156009940	KCNAB1
chr3	160021665	160021696	chr3:160.0Mb
chr3	163889368	163889399	chr3:163.9Mb
chr3	167078528	167078559	chr3:167.1Mb
chr3	168546898	168546929	EGFEM1P
chr3	171087453	171087484	TNIK
chr3	174814904	174814935	NAALADL2
chr3	178546010	178546041	KCNMB2
chr3	178916608	178916970	PIK3CA
chr3	178917472	178917692	PIK3CA
chr3	178919072	178919333	PIK3CA
chr3	178921326	178921582	PIK3CA
chr3	178922285	178922381	PIK3CA
chr3	178927377	178927493	PIK3CA
chr3	178927968	178928131	PIK3CA
chr3	178928213	178928358	PIK3CA
chr3	178935992	178936127	PIK3CA
chr3	178936978	178937070	PIK3CA
chr3	178937353	178937528	PIK3CA
chr3	178937731	178937845	PIK3CA
chr3	178938768	178938950	PIK3CA
chr3	178941863	178941980	PIK3CA
chr3	178942482	178942614	PIK3CA
chr3	178943744	178943833	PIK3CA
chr3	178947054	178947235	PIK3CA
chr3	178947786	178947914	PIK3CA
chr3	178948007	178948169	PIK3CA
chr3	178951876	178952157	PIK3CA
chr3	182681837	182681868	chr3:182.7Mb
chr3	183211890	183211921	KLHL6
chr3	186006602	186006633	DGKG
chr3	189033276	189033307	chr3:189.0Mb
chr3	192125752	192125783	chr3:192.1Mb
chr3	195076861	195076892	chr3:195.1Mb
chr3	197574920	197574951	chr3:197.6Mb
chr4	738496	738527	chr4:0.7Mb
chr4	1795656	1795775	FGFR3
chr4	1800975	1801255	FGFR3
chr4	1801468	1801544	FGFR3
chr4	1803088	1803268	FGFR3
chr4	1803341	1803475	FGFR3
chr4	1803556	1803757	FGFR3
chr4	1804635	1804796	FGFR3
chr4	1805413	1805568	FGFR3
chr4	1805997	1806038	chr4:1.8Mb
chr4	1806051	1806252	FGFR3
chr4	1806545	1806701	FGFR3
chr4	1807076	1807208	FGFR3
chr4	1807280	1807401	FGFR3
chr4	1807471	1807672	FGFR3
chr4	1807772	1807905	FGFR3
chr4	1807978	1808059	FGFR3
chr4	1808267	1808415	FGFR3
chr4	1808550	1808666	FGFR3
chr4	1808837	1808994	FGFR3
chr4	3029572	3029603	chr4:3.0Mb
chr4	6114404	6114435	chr4:6.1Mb
chr4	9370543	9370544	USP17L6P
chr4	13545776	13545807	NKX3-2
chr4	15004639	15004670	CPEB2
chr4	20733692	20733723	chr4:20.7Mb
chr4	23816226	23816265	PPARGC1A
chr4	24801299	24801330	SOD3
chr4	27000979	27001010	chr4:27.0Mb
chr4	37432400	37432431	chr4:37.4Mb
chr4	39109383	39109414	chr4:39.1Mb
chr4	42639170	42639201	chr4:42.6Mb
chr4	46086044	46086075	GABRG1
chr4	48069680	48069711	TXK
chr4	52896034	52896065	chr4:52.9Mb
chr4	54310172	54310203	chr4:54.3Mb
chr4	55138545	55138702	PDGFRA
chr4	55139688	55139912	PDGFRA
chr4	55140682	55140807	PDGFRA
chr4	55140992	55141155	PDGFRA
chr4	55143539	55143674	PDGFRA
chr4	55144047	55144188	PDGFRA
chr4	55144513	55144697	PDGFRA
chr4	55146467	55146664	PDGFRA
chr4	55151522	55151668	PDGFRA
chr4	55151972	55152165	PDGFRA
chr4	55153581	55153723	PDGFRA
chr4	55561662	55561962	KIT
chr4	55589734	55589879	KIT
chr4	55592007	55592231	KIT
chr4	55593368	55593505	KIT
chr4	55593546	55593743	KIT
chr4	55593973	55594108	KIT
chr4	55594161	55594302	KIT
chr4	55595485	55595666	KIT
chr4	55597478	55597600	KIT
chr4	55598010	55598179	KIT
chr4	55598326	55598438	chr4:55.6Mb
chr4	55599220	55599373	KIT
chr4	55602648	55602790	KIT
chr4	55946102	55946335	KDR
chr4	55948117	55948213	KDR
chr4	55948697	55948807	KDR
chr4	55953768	55953930	KDR
chr4	55955029	55955145	KDR
chr4	55955535	55955645	KDR
chr4	55955852	55955974	KDR
chr4	55956117	55956250	KDR
chr4	55958778	55958886	KDR
chr4	55960963	55961127	KDR
chr4	55961738	55961837	KDR
chr4	55962390	55962514	KDR
chr4	55963823	55963938	KDR
chr4	55964298	55964444	KDR
chr4	55964858	55964975	KDR
chr4	55968058	55968200	KDR
chr4	55968523	55968680	KDR
chr4	55970804	55971156	KDR
chr4	55971993	55972112	KDR
chr4	55972848	55972982	KDR
chr4	55973898	55974065	KDR
chr4	55976564	55976738	KDR
chr4	55976815	55976940	KDR
chr4	55979465	55979653	KDR
chr4	55980287	55980437	KDR
chr4	55981035	55981214	KDR
chr4	55981442	55981583	KDR
chr4	55984765	55984972	KDR
chr4	55987258	55987362	KDR
chr4	55991388	55991465	KDR
chr4	57194509	57194540	KIAA1211
chr4	62598673	62598704	LPHN3
chr4	65142694	65142725	TECRL
chr4	66233013	66233044	chr4:66.2Mb
chr4	69078097	69078128	FTLP10;TMPRSS11BNL
chr4	72618318	72618349	GC
chr4	75681201	75681232	chr4:75.7Mb
chr4	78870924	78870955	MRPL1
chr4	83795790	83795821	SEC31A
chr4	84362427	84362458	HELQ
chr4	84383616	84384060	FAM175A;MRPS18C
chr4	84384641	84384766	FAM175A
chr4	84388601	84388696	FAM175A
chr4	84390179	84390309	FAM175A
chr4	84391350	84391554	FAM175A
chr4	84393369	84393446	FAM175A
chr4	84397790	84397837	FAM175A
chr4	84403301	84403402	FAM175A
chr4	84406133	84406230	FAM175A
chr4	87706490	87706521	PTPN13
chr4	90168866	90168897	GPRIN3
chr4	94032109	94032140	chr4:94.0Mb
chr4	96073940	96073971	chr4:96.1Mb
chr4	99850110	99850141	EIF4E
chr4	102751260	102751291	BANK1
